mode,reverse_mult,year,return_pct,maxdd_pct,trades,pf,win_rate,reverse_events
reverse_mult_1.00x,1.0,2021,507.8401274000001,12.737370497277839,1309,2.6108042418108,31.092436974789916,216
reverse_mult_1.00x,1.0,2022,599.1897273999999,7.566134670663516,1642,2.664817989615392,33.86114494518879,276
reverse_mult_1.00x,1.0,2023,520.3356589999999,8.703374418405616,1659,2.5615159254464053,32.48945147679325,297
reverse_mult_1.00x,1.0,2024,431.18147120000003,7.593568711598454,1724,2.251318673800244,31.264501160092806,309
reverse_mult_1.00x,1.0,2025,374.0880854,8.091370067775669,1764,2.077704555561326,30.66893424036281,317
reverse_mult_1.00x,1.0,2026,111.65900719999999,6.238179466337899,732,1.7438856545591868,29.508196721311474,142
reverse_mult_1.25x,1.25,2021,514.8837355000001,12.881618971958922,1309,2.587656153915176,31.092436974789916,216
reverse_mult_1.25x,1.25,2022,608.6277826,7.886231516530273,1642,2.6266465875023663,33.86114494518879,276
reverse_mult_1.25x,1.25,2023,532.7037291,8.092168556283703,1659,2.5298152494264707,32.48945147679325,297
reverse_mult_1.25x,1.25,2024,440.40538814999996,8.544452631553765,1724,2.227707960968728,31.264501160092806,309
reverse_mult_1.25x,1.25,2025,388.3343533500001,8.454256050595408,1764,2.078488398895325,30.66893424036281,317
reverse_mult_1.25x,1.25,2026,114.9036635,6.706792743087833,732,1.7337754780489685,29.508196721311474,142
reverse_mult_1.50x,1.5,2021,521.9273436,13.595909243809343,1309,2.566727754430924,31.092436974789916,216
reverse_mult_1.50x,1.5,2022,618.0658378,8.223779970250877,1642,2.591745260310417,33.86114494518879,276
reverse_mult_1.50x,1.5,2023,545.0717992,8.54141888204897,1659,2.500838838849445,32.48945147679325,297
reverse_mult_1.50x,1.5,2024,449.6293051,9.492715025902102,1724,2.2063521516061493,31.264501160092806,309
reverse_mult_1.50x,1.5,2025,402.58062129999996,8.825650711255467,1764,2.07938429186549,30.66893424036281,317
reverse_mult_1.50x,1.5,2026,118.14831979999998,7.174620345403117,732,1.7250525480998224,29.508196721311474,142
reverse_mult_1.75x,1.75,2021,528.9709517,14.303518145776486,1309,2.5477353815622164,31.092436974789916,216
reverse_mult_1.75x,1.75,2022,627.503893,8.642650926200874,1642,2.559710467677146,33.86114494518879,276
reverse_mult_1.75x,1.75,2023,557.4398693,8.990669207814236,1659,2.47424246481661,32.48945147679325,297
reverse_mult_1.75x,1.75,2024,458.8532220500001,10.438366720785373,1724,2.186938626741753,31.264501160092806,309
reverse_mult_1.75x,1.75,2025,416.8268892500001,9.193228458447084,1764,2.0803617344439367,30.66893424036281,317
reverse_mult_1.75x,1.75,2026,121.39297610000003,7.641664247514923,732,1.717505493513666,29.508196721311474,142
reverse_mult_2.00x,2.0,2021,536.0145598,15.004538986342416,1309,2.530441837810111,31.092436974789916,216
reverse_mult_2.00x,2.0,2022,636.9419482000001,9.08315562640243,1642,2.53020301365295,33.86114494518879,276
reverse_mult_2.00x,2.0,2023,569.8079394,9.43991953357948,1659,2.4497386991047416,32.48945147679325,297
reverse_mult_2.00x,2.0,2024,468.07713900000005,11.381418482815652,1724,2.169210766082215,31.264501160092806,309
reverse_mult_2.00x,2.0,2025,431.07315719999997,9.557047832379615,1764,2.0813971948749264,30.66893424036281,317
reverse_mult_2.00x,2.0,2026,124.63763239999997,8.10792641704551,732,1.7109617675182285,29.508196721311474,142
